Transaction ID,Date,Time,Issue Type,Description,Amount,Sender UPI ID,Receiver UPI ID,Bank (Sender),Bank (Receiver),Resolution
TXN353386,2024-07-03,20:43:28,Network Error,Connectivity issue during transaction,4249.19,@user2454,@user5111,ICICI Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN397684,2024-07-26,13:18:19,Incorrect MPIN,Invalid MPIN entered by the sender,4920.97,@user8484,@user1414,SBI,Bank of Baroda,Transaction failed - incorrect MPIN
TXN275951,2024-03-04,17:22:02,Daily Limit Reached,Sender has exceeded daily transaction limit,3778.74,@user1323,@user7222,Bank of Baroda,Yes Bank,Transaction declined - reduce amount or try next day
TXN577898,2024-01-21,05:31:15,Transaction Timed Out,Transaction exceeded the time limit,4062.42,@user2290,@user5264,ICICI Bank,Axis Bank,Transaction pending - retry later
TXN693277,2024-02-16,19:49:37,Invalid UPI ID,Entered incorrect receiver UPI ID,4240.68,@user9287,@user9373,HDFC Bank,State Bank of India,Transaction failed
TXN539858,2024-12-16,22:55:40,Network Error,Connectivity issue during transaction,3882.12,@user3921,@user9105,State Bank of India,Yes Bank,Transaction pending - retry later
TXN274979,2024-02-19,17:28:43,Insufficient Funds,Sender account balance is insufficient,1947.57,@user2065,@user1723,Axis Bank,State Bank of India,Transaction declined
TXN168127,2024-05-23,10:40:58,Invalid UPI ID,Entered incorrect receiver UPI ID,1820.03,@user2413,@user5515,Axis Bank,Axis Bank,Transaction failed
TXN823357,2024-09-19,21:08:05,Beneficiary Not Found,Receiver UPI ID is not registered,421.75,@user6781,@user9313,Kotak Mahindra Bank,ICICI Bank,Transaction failed
TXN923883,2024-06-07,03:43:29,Beneficiary Not Found,Receiver UPI ID is not registered,4674.16,@user1172,@user6849,State Bank of India,Bank of Baroda,Transaction failed
TXN533287,2024-05-03,14:22:59,Invalid UPI ID,Entered incorrect receiver UPI ID,1434.32,@user8065,@user7009,Kotak Mahindra Bank,SBI,Transaction failed
TXN436366,2024-02-10,04:08:00,Server Error,Technical issue on UPI server side,503.11,@user3884,@user1937,SBI,Bank of Baroda,Transaction on hold - contact bank
TXN905094,2024-07-04,13:10:26,Incorrect MPIN,Invalid MPIN entered by the sender,3503.53,@user8891,@user2168,Axis Bank,Axis Bank,Transaction failed - incorrect MPIN
TXN729032,2024-01-28,23:30:58,Invalid UPI ID,Entered incorrect receiver UPI ID,293.06,@user9531,@user6691,Bank of Baroda,Axis Bank,Transaction failed
TXN963523,2024-04-06,07:32:21,Insufficient Funds,Sender account balance is insufficient,4612.44,@user1907,@user2847,State Bank of India,HDFC Bank,Transaction declined
TXN349518,2024-03-23,15:05:56,Transaction Timed Out,Transaction exceeded the time limit,4731.31,@user7308,@user8035,Yes Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN976741,2024-02-14,06:19:08,Daily Limit Reached,Sender has exceeded daily transaction limit,159.32,@user8367,@user9555,ICICI Bank,ICICI Bank,Transaction declined - reduce amount or try next day
TXN706710,2024-12-25,08:22:16,Beneficiary Not Found,Receiver UPI ID is not registered,2559.11,@user1678,@user9859,SBI,HDFC Bank,Transaction failed
TXN884571,2024-07-03,05:40:26,Insufficient Funds,Sender account balance is insufficient,893.1,@user7620,@user4160,HDFC Bank,HDFC Bank,Transaction declined
TXN491951,2024-01-09,22:38:14,Network Error,Connectivity issue during transaction,2365.03,@user8597,@user8013,HDFC Bank,Bank of Baroda,Transaction pending - retry later
TXN595277,2024-03-14,04:26:03,Incorrect MPIN,Invalid MPIN entered by the sender,2118.69,@user5467,@user2925,Axis Bank,HDFC Bank,Transaction failed - incorrect MPIN
TXN416651,2024-02-21,23:04:05,Network Error,Connectivity issue during transaction,3562.0,@user3692,@user3732,Kotak Mahindra Bank,Axis Bank,Transaction pending - retry later
TXN449482,2024-01-17,15:26:14,Transaction Timed Out,Transaction exceeded the time limit,4029.76,@user2549,@user2872,State Bank of India,HDFC Bank,Transaction pending - retry later
TXN954581,2024-04-17,18:10:34,Invalid UPI ID,Entered incorrect receiver UPI ID,2494.2,@user9350,@user5566,ICICI Bank,SBI,Transaction failed
TXN183460,2024-01-23,04:54:41,Beneficiary Not Found,Receiver UPI ID is not registered,4292.43,@user6459,@user2152,ICICI Bank,SBI,Transaction failed
TXN341883,2024-10-08,02:26:36,Transaction Timed Out,Transaction exceeded the time limit,4403.41,@user5298,@user7819,Axis Bank,SBI,Transaction pending - retry later
TXN872590,2024-10-18,17:28:29,Invalid UPI ID,Entered incorrect receiver UPI ID,4313.39,@user2455,@user9250,Axis Bank,Kotak Mahindra Bank,Transaction failed
TXN810843,2024-10-21,01:24:28,Network Error,Connectivity issue during transaction,3549.86,@user4377,@user4891,Yes Bank,HDFC Bank,Transaction pending - retry later
TXN855543,2024-04-28,00:05:36,Network Error,Connectivity issue during transaction,1803.29,@user3951,@user5933,Yes Bank,SBI,Transaction pending - retry later
TXN393264,2024-11-25,12:33:53,Incorrect MPIN,Invalid MPIN entered by the sender,173.05,@user2626,@user8108,Axis Bank,Yes Bank,Transaction failed - incorrect MPIN
TXN170540,2024-11-09,16:07:20,Server Error,Technical issue on UPI server side,3533.13,@user5086,@user9507,State Bank of India,Axis Bank,Transaction on hold - contact bank
TXN285524,2024-06-28,20:04:31,Incorrect MPIN,Invalid MPIN entered by the sender,3774.57,@user5514,@user3930,Axis Bank,ICICI Bank,Transaction failed - incorrect MPIN
TXN450308,2024-01-11,23:31:16,Beneficiary Not Found,Receiver UPI ID is not registered,4852.18,@user6378,@user1270,State Bank of India,Yes Bank,Transaction failed
TXN202912,2024-10-30,02:35:35,Invalid UPI ID,Entered incorrect receiver UPI ID,4345.75,@user3263,@user6140,Kotak Mahindra Bank,State Bank of India,Transaction failed
TXN449863,2024-08-15,15:58:42,Invalid UPI ID,Entered incorrect receiver UPI ID,3916.09,@user6304,@user6115,Yes Bank,State Bank of India,Transaction failed
TXN949064,2024-02-11,10:37:51,Server Error,Technical issue on UPI server side,2477.05,@user1554,@user6825,SBI,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN910466,2024-04-08,06:23:44,Network Error,Connectivity issue during transaction,1590.97,@user7015,@user5767,Kotak Mahindra Bank,SBI,Transaction pending - retry later
TXN463047,2024-06-12,23:50:16,Insufficient Funds,Sender account balance is insufficient,1211.77,@user4050,@user7194,State Bank of India,Kotak Mahindra Bank,Transaction declined
TXN964099,2024-10-27,09:14:56,Incorrect MPIN,Invalid MPIN entered by the sender,769.94,@user3430,@user5074,State Bank of India,Bank of Baroda,Transaction failed - incorrect MPIN
TXN524753,2024-02-23,20:44:53,Insufficient Funds,Sender account balance is insufficient,4498.35,@user3880,@user8992,Axis Bank,SBI,Transaction declined
TXN573705,2024-04-17,05:56:00,Server Error,Technical issue on UPI server side,3524.42,@user7554,@user5213,State Bank of India,SBI,Transaction on hold - contact bank
TXN959372,2024-07-28,11:46:22,Invalid UPI ID,Entered incorrect receiver UPI ID,1156.37,@user9646,@user6389,SBI,Axis Bank,Transaction failed
TXN774460,2024-01-29,01:00:00,Server Error,Technical issue on UPI server side,1019.31,@user5693,@user2440,Kotak Mahindra Bank,HDFC Bank,Transaction on hold - contact bank
TXN254486,2024-04-12,06:54:23,Incorrect MPIN,Invalid MPIN entered by the sender,3161.29,@user6941,@user6802,ICICI Bank,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN878079,2024-03-23,00:50:14,Daily Limit Reached,Sender has exceeded daily transaction limit,2717.65,@user4847,@user4723,SBI,State Bank of India,Transaction declined - reduce amount or try next day
TXN634511,2024-05-13,00:37:44,Daily Limit Reached,Sender has exceeded daily transaction limit,3639.59,@user8237,@user6147,Kotak Mahindra Bank,Bank of Baroda,Transaction declined - reduce amount or try next day
TXN887874,2024-12-16,13:37:19,Insufficient Funds,Sender account balance is insufficient,4208.49,@user6136,@user9972,Yes Bank,SBI,Transaction declined
TXN788396,2024-07-26,11:06:06,Insufficient Funds,Sender account balance is insufficient,3169.17,@user2248,@user2772,ICICI Bank,Axis Bank,Transaction declined
TXN913712,2024-10-17,15:04:24,Beneficiary Not Found,Receiver UPI ID is not registered,1800.92,@user6623,@user6906,Kotak Mahindra Bank,ICICI Bank,Transaction failed
TXN981599,2024-03-23,09:18:15,Server Error,Technical issue on UPI server side,809.27,@user1358,@user9670,SBI,SBI,Transaction on hold - contact bank
TXN802127,2024-06-10,12:42:44,Server Error,Technical issue on UPI server side,2912.19,@user4580,@user5818,SBI,Axis Bank,Transaction on hold - contact bank
TXN197850,2024-06-26,00:33:17,Server Error,Technical issue on UPI server side,554.65,@user6652,@user2171,State Bank of India,State Bank of India,Transaction on hold - contact bank
TXN727936,2024-08-24,06:20:11,Invalid UPI ID,Entered incorrect receiver UPI ID,185.53,@user7378,@user4175,HDFC Bank,HDFC Bank,Transaction failed
TXN685208,2024-11-18,15:54:00,Invalid UPI ID,Entered incorrect receiver UPI ID,4118.62,@user1687,@user9019,State Bank of India,ICICI Bank,Transaction failed
TXN886502,2024-04-04,19:54:35,Incorrect MPIN,Invalid MPIN entered by the sender,4082.43,@user2009,@user5593,Bank of Baroda,Axis Bank,Transaction failed - incorrect MPIN
TXN939564,2024-01-26,11:44:42,Network Error,Connectivity issue during transaction,490.94,@user8576,@user5697,ICICI Bank,Bank of Baroda,Transaction pending - retry later
TXN911191,2024-02-20,22:22:18,Transaction Timed Out,Transaction exceeded the time limit,1539.2,@user9637,@user5345,SBI,HDFC Bank,Transaction pending - retry later
TXN951622,2024-04-16,11:01:57,Transaction Timed Out,Transaction exceeded the time limit,4035.52,@user2143,@user1941,Kotak Mahindra Bank,Axis Bank,Transaction pending - retry later
TXN638298,2024-11-17,06:08:10,Server Error,Technical issue on UPI server side,3691.45,@user5615,@user8535,SBI,Axis Bank,Transaction on hold - contact bank
TXN154190,2024-12-08,07:19:32,Server Error,Technical issue on UPI server side,2599.37,@user2030,@user2587,Axis Bank,SBI,Transaction on hold - contact bank
TXN557865,2024-10-15,05:10:53,Beneficiary Not Found,Receiver UPI ID is not registered,3581.65,@user1375,@user2844,HDFC Bank,State Bank of India,Transaction failed
TXN687301,2024-05-09,21:29:44,Invalid UPI ID,Entered incorrect receiver UPI ID,2884.84,@user7094,@user3287,Axis Bank,Bank of Baroda,Transaction failed
TXN344277,2024-07-27,03:42:45,Beneficiary Not Found,Receiver UPI ID is not registered,2475.62,@user9933,@user5708,Axis Bank,HDFC Bank,Transaction failed
TXN859666,2024-09-18,17:12:01,Insufficient Funds,Sender account balance is insufficient,4944.98,@user5842,@user4934,HDFC Bank,Kotak Mahindra Bank,Transaction declined
TXN586242,2024-01-11,04:19:14,Beneficiary Not Found,Receiver UPI ID is not registered,1660.41,@user3748,@user3715,SBI,Yes Bank,Transaction failed
TXN943614,2024-04-05,02:04:52,Incorrect MPIN,Invalid MPIN entered by the sender,351.74,@user4850,@user4873,HDFC Bank,HDFC Bank,Transaction failed - incorrect MPIN
TXN372551,2024-04-22,15:33:52,Beneficiary Not Found,Receiver UPI ID is not registered,4738.11,@user6200,@user5062,SBI,Kotak Mahindra Bank,Transaction failed
TXN655813,2024-04-25,09:50:18,Daily Limit Reached,Sender has exceeded daily transaction limit,1449.03,@user6616,@user7736,ICICI Bank,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN858504,2024-01-08,16:28:47,Daily Limit Reached,Sender has exceeded daily transaction limit,296.91,@user8564,@user3472,ICICI Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN269743,2024-07-20,16:38:16,Incorrect MPIN,Invalid MPIN entered by the sender,38.07,@user7242,@user8803,Bank of Baroda,Bank of Baroda,Transaction failed - incorrect MPIN
TXN836118,2024-01-11,14:27:34,Incorrect MPIN,Invalid MPIN entered by the sender,1218.77,@user5387,@user5845,HDFC Bank,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN508144,2024-08-09,17:33:41,Invalid UPI ID,Entered incorrect receiver UPI ID,781.38,@user4057,@user3504,Bank of Baroda,Yes Bank,Transaction failed
TXN775797,2024-03-11,12:05:19,Transaction Timed Out,Transaction exceeded the time limit,1969.97,@user9430,@user7359,Axis Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN700826,2024-09-06,13:58:53,Transaction Timed Out,Transaction exceeded the time limit,2420.17,@user4454,@user4204,HDFC Bank,State Bank of India,Transaction pending - retry later
TXN854038,2024-01-07,21:19:56,Beneficiary Not Found,Receiver UPI ID is not registered,1957.24,@user9064,@user2868,ICICI Bank,Kotak Mahindra Bank,Transaction failed
TXN972972,2024-03-09,21:27:16,Transaction Timed Out,Transaction exceeded the time limit,3134.29,@user1617,@user1976,State Bank of India,Bank of Baroda,Transaction pending - retry later
TXN528406,2024-02-13,03:33:18,Network Error,Connectivity issue during transaction,1471.51,@user9613,@user8221,State Bank of India,SBI,Transaction pending - retry later
TXN758486,2024-01-15,17:32:36,Network Error,Connectivity issue during transaction,3959.2,@user9680,@user7122,Axis Bank,Axis Bank,Transaction pending - retry later
TXN337119,2024-03-20,13:41:11,Daily Limit Reached,Sender has exceeded daily transaction limit,1317.63,@user1916,@user2838,State Bank of India,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN518614,2024-03-07,17:57:33,Incorrect MPIN,Invalid MPIN entered by the sender,3659.51,@user7282,@user6758,State Bank of India,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN346876,2024-02-01,12:52:46,Invalid UPI ID,Entered incorrect receiver UPI ID,1377.0,@user7592,@user4185,Bank of Baroda,SBI,Transaction failed
TXN289740,2024-04-25,09:29:36,Network Error,Connectivity issue during transaction,1444.76,@user7547,@user1197,State Bank of India,Kotak Mahindra Bank,Transaction pending - retry later
TXN623832,2024-09-11,18:36:07,Insufficient Funds,Sender account balance is insufficient,1093.36,@user7435,@user7924,Yes Bank,Axis Bank,Transaction declined
TXN529062,2024-11-01,18:12:41,Daily Limit Reached,Sender has exceeded daily transaction limit,1076.73,@user8211,@user4110,Yes Bank,ICICI Bank,Transaction declined - reduce amount or try next day
TXN947387,2024-03-07,15:28:32,Transaction Timed Out,Transaction exceeded the time limit,1313.47,@user7873,@user2393,SBI,Axis Bank,Transaction pending - retry later
TXN891348,2024-03-21,08:36:46,Transaction Timed Out,Transaction exceeded the time limit,2921.83,@user5770,@user4006,HDFC Bank,Axis Bank,Transaction pending - retry later
TXN311729,2024-07-28,10:25:31,Incorrect MPIN,Invalid MPIN entered by the sender,4300.82,@user5659,@user4852,State Bank of India,State Bank of India,Transaction failed - incorrect MPIN
TXN430901,2024-11-07,12:33:22,Beneficiary Not Found,Receiver UPI ID is not registered,1829.46,@user2556,@user4011,SBI,SBI,Transaction failed
TXN236863,2024-05-17,07:02:13,Transaction Timed Out,Transaction exceeded the time limit,1689.31,@user8899,@user6151,Bank of Baroda,HDFC Bank,Transaction pending - retry later
TXN758425,2024-05-03,04:05:12,Server Error,Technical issue on UPI server side,3543.37,@user2304,@user5261,State Bank of India,HDFC Bank,Transaction on hold - contact bank
TXN571352,2024-03-06,18:04:44,Beneficiary Not Found,Receiver UPI ID is not registered,1962.45,@user2247,@user6419,Yes Bank,Bank of Baroda,Transaction failed
TXN632498,2024-07-12,20:51:54,Daily Limit Reached,Sender has exceeded daily transaction limit,1402.39,@user5012,@user3411,Axis Bank,ICICI Bank,Transaction declined - reduce amount or try next day
TXN345226,2024-07-17,07:14:43,Network Error,Connectivity issue during transaction,4165.57,@user3504,@user9426,State Bank of India,Kotak Mahindra Bank,Transaction pending - retry later
TXN608012,2024-06-10,20:01:05,Transaction Timed Out,Transaction exceeded the time limit,898.31,@user4575,@user8407,State Bank of India,Axis Bank,Transaction pending - retry later
TXN972922,2024-08-24,07:55:47,Insufficient Funds,Sender account balance is insufficient,4267.74,@user2802,@user4973,SBI,Kotak Mahindra Bank,Transaction declined
TXN701221,2024-06-20,12:25:43,Server Error,Technical issue on UPI server side,3917.95,@user4713,@user3314,Kotak Mahindra Bank,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN845104,2024-10-19,11:37:25,Transaction Timed Out,Transaction exceeded the time limit,2230.4,@user7990,@user2823,Yes Bank,ICICI Bank,Transaction pending - retry later
TXN487965,2024-01-07,03:42:57,Incorrect MPIN,Invalid MPIN entered by the sender,3544.98,@user2681,@user9052,Axis Bank,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN889068,2024-06-13,14:40:07,Invalid UPI ID,Entered incorrect receiver UPI ID,1895.76,@user2649,@user6862,State Bank of India,Axis Bank,Transaction failed
TXN840969,2024-02-15,16:50:39,Invalid UPI ID,Entered incorrect receiver UPI ID,2211.62,@user2628,@user7292,State Bank of India,Kotak Mahindra Bank,Transaction failed
TXN825818,2024-11-09,09:31:16,Network Error,Connectivity issue during transaction,453.47,@user1308,@user3484,State Bank of India,ICICI Bank,Transaction pending - retry later
TXN129987,2024-03-14,19:10:42,Network Error,Connectivity issue during transaction,3606.98,@user3323,@user6649,State Bank of India,HDFC Bank,Transaction pending - retry later
TXN697791,2024-11-18,04:00:49,Invalid UPI ID,Entered incorrect receiver UPI ID,916.83,@user6105,@user5824,HDFC Bank,ICICI Bank,Transaction failed
TXN927776,2024-11-08,23:08:02,Beneficiary Not Found,Receiver UPI ID is not registered,4439.25,@user2596,@user4275,Axis Bank,Kotak Mahindra Bank,Transaction failed
TXN340613,2024-10-08,23:25:15,Network Error,Connectivity issue during transaction,1511.34,@user8149,@user3330,SBI,State Bank of India,Transaction pending - retry later
TXN886964,2024-07-02,08:47:08,Incorrect MPIN,Invalid MPIN entered by the sender,1924.7,@user2085,@user3719,State Bank of India,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN620153,2024-02-15,13:37:28,Invalid UPI ID,Entered incorrect receiver UPI ID,1015.74,@user5883,@user5178,Bank of Baroda,Kotak Mahindra Bank,Transaction failed
TXN148533,2024-03-29,06:30:10,Daily Limit Reached,Sender has exceeded daily transaction limit,3955.63,@user8455,@user3540,Axis Bank,ICICI Bank,Transaction declined - reduce amount or try next day
TXN790258,2024-09-01,03:38:59,Beneficiary Not Found,Receiver UPI ID is not registered,776.81,@user8671,@user9749,Axis Bank,Yes Bank,Transaction failed
TXN336929,2024-09-04,23:23:52,Server Error,Technical issue on UPI server side,688.23,@user9453,@user3625,State Bank of India,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN778436,2024-10-16,15:25:13,Invalid UPI ID,Entered incorrect receiver UPI ID,614.82,@user7627,@user9520,Kotak Mahindra Bank,Yes Bank,Transaction failed
TXN492967,2024-11-22,22:32:50,Beneficiary Not Found,Receiver UPI ID is not registered,573.03,@user7490,@user3186,Axis Bank,SBI,Transaction failed
TXN501744,2024-05-03,18:58:47,Insufficient Funds,Sender account balance is insufficient,4969.27,@user2767,@user1961,SBI,ICICI Bank,Transaction declined
TXN807353,2024-04-15,21:06:25,Invalid UPI ID,Entered incorrect receiver UPI ID,2862.44,@user4763,@user1648,Bank of Baroda,ICICI Bank,Transaction failed
TXN177615,2024-05-19,12:58:00,Transaction Timed Out,Transaction exceeded the time limit,2561.33,@user7823,@user2097,Bank of Baroda,Bank of Baroda,Transaction pending - retry later
TXN693424,2024-08-23,16:48:11,Insufficient Funds,Sender account balance is insufficient,1280.71,@user2751,@user3416,SBI,Kotak Mahindra Bank,Transaction declined
TXN731205,2024-03-12,22:51:29,Insufficient Funds,Sender account balance is insufficient,1367.36,@user4772,@user1323,Bank of Baroda,State Bank of India,Transaction declined
TXN852427,2024-05-28,08:22:48,Network Error,Connectivity issue during transaction,2008.05,@user9003,@user5051,Kotak Mahindra Bank,ICICI Bank,Transaction pending - retry later
TXN882641,2024-10-16,15:00:14,Insufficient Funds,Sender account balance is insufficient,656.19,@user3319,@user8757,ICICI Bank,State Bank of India,Transaction declined
TXN982464,2024-07-16,19:50:22,Insufficient Funds,Sender account balance is insufficient,3795.37,@user9091,@user3019,Axis Bank,Bank of Baroda,Transaction declined
TXN647406,2024-01-03,01:03:29,Insufficient Funds,Sender account balance is insufficient,4316.96,@user7091,@user7345,Yes Bank,SBI,Transaction declined
TXN967306,2024-07-17,08:48:51,Incorrect MPIN,Invalid MPIN entered by the sender,3839.63,@user4893,@user2650,ICICI Bank,Bank of Baroda,Transaction failed - incorrect MPIN
TXN708583,2024-06-22,14:49:27,Transaction Timed Out,Transaction exceeded the time limit,782.77,@user1739,@user2724,ICICI Bank,Yes Bank,Transaction pending - retry later
TXN253734,2024-01-22,13:23:00,Transaction Timed Out,Transaction exceeded the time limit,4321.11,@user2555,@user3534,Kotak Mahindra Bank,Yes Bank,Transaction pending - retry later
TXN371681,2024-01-11,08:12:07,Incorrect MPIN,Invalid MPIN entered by the sender,4078.88,@user7358,@user9431,Kotak Mahindra Bank,Yes Bank,Transaction failed - incorrect MPIN
TXN409719,2024-12-25,18:05:31,Transaction Timed Out,Transaction exceeded the time limit,1038.5,@user8156,@user5003,State Bank of India,Yes Bank,Transaction pending - retry later
TXN243165,2024-08-10,21:59:15,Server Error,Technical issue on UPI server side,4142.24,@user3405,@user3357,State Bank of India,ICICI Bank,Transaction on hold - contact bank
TXN884733,2024-12-23,08:22:40,Daily Limit Reached,Sender has exceeded daily transaction limit,2123.59,@user5341,@user6525,ICICI Bank,Axis Bank,Transaction declined - reduce amount or try next day
TXN876671,2024-06-10,06:25:44,Beneficiary Not Found,Receiver UPI ID is not registered,4734.19,@user5119,@user5589,ICICI Bank,Axis Bank,Transaction failed
TXN407139,2024-08-18,11:15:02,Server Error,Technical issue on UPI server side,49.88,@user3196,@user7403,Kotak Mahindra Bank,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN731894,2024-08-13,00:05:06,Invalid UPI ID,Entered incorrect receiver UPI ID,1519.18,@user7925,@user5197,SBI,Axis Bank,Transaction failed
TXN867772,2024-01-06,00:30:38,Incorrect MPIN,Invalid MPIN entered by the sender,3724.87,@user6569,@user2634,Kotak Mahindra Bank,SBI,Transaction failed - incorrect MPIN
TXN328412,2024-03-29,05:55:38,Insufficient Funds,Sender account balance is insufficient,3512.87,@user7527,@user6263,Axis Bank,State Bank of India,Transaction declined
TXN126166,2024-12-20,01:16:53,Invalid UPI ID,Entered incorrect receiver UPI ID,2276.43,@user8086,@user8038,SBI,State Bank of India,Transaction failed
TXN365778,2024-03-13,08:52:50,Transaction Timed Out,Transaction exceeded the time limit,4304.5,@user7141,@user7925,State Bank of India,Yes Bank,Transaction pending - retry later
TXN513862,2024-05-21,00:02:10,Insufficient Funds,Sender account balance is insufficient,4593.3,@user7543,@user5615,Axis Bank,HDFC Bank,Transaction declined
TXN537353,2024-05-23,11:23:24,Server Error,Technical issue on UPI server side,4586.73,@user5225,@user3236,Axis Bank,Yes Bank,Transaction on hold - contact bank
TXN468997,2024-12-26,00:26:14,Invalid UPI ID,Entered incorrect receiver UPI ID,1515.17,@user2528,@user7609,SBI,Axis Bank,Transaction failed
TXN643843,2024-05-19,09:21:13,Incorrect MPIN,Invalid MPIN entered by the sender,3212.07,@user6406,@user7675,ICICI Bank,State Bank of India,Transaction failed - incorrect MPIN
TXN947020,2024-04-13,19:06:45,Network Error,Connectivity issue during transaction,4010.79,@user3103,@user9391,SBI,Bank of Baroda,Transaction pending - retry later
TXN136991,2024-11-17,13:55:22,Invalid UPI ID,Entered incorrect receiver UPI ID,2062.6,@user9332,@user6286,Axis Bank,HDFC Bank,Transaction failed
TXN759917,2024-03-26,23:51:39,Transaction Timed Out,Transaction exceeded the time limit,1863.42,@user1160,@user3208,ICICI Bank,State Bank of India,Transaction pending - retry later
TXN512324,2024-10-16,08:15:26,Beneficiary Not Found,Receiver UPI ID is not registered,2887.82,@user8570,@user9060,HDFC Bank,ICICI Bank,Transaction failed
TXN458984,2024-10-14,17:12:09,Beneficiary Not Found,Receiver UPI ID is not registered,160.25,@user9728,@user3379,ICICI Bank,ICICI Bank,Transaction failed
TXN302684,2024-02-11,02:23:07,Beneficiary Not Found,Receiver UPI ID is not registered,2486.68,@user3263,@user9624,ICICI Bank,State Bank of India,Transaction failed
TXN835371,2024-01-29,13:15:37,Daily Limit Reached,Sender has exceeded daily transaction limit,4634.77,@user3809,@user1792,ICICI Bank,Axis Bank,Transaction declined - reduce amount or try next day
TXN781126,2024-08-16,13:48:03,Server Error,Technical issue on UPI server side,1055.37,@user5019,@user2469,Bank of Baroda,SBI,Transaction on hold - contact bank
TXN455713,2024-10-09,11:47:04,Insufficient Funds,Sender account balance is insufficient,4676.79,@user5459,@user4424,Yes Bank,State Bank of India,Transaction declined
TXN843357,2024-12-13,00:31:30,Insufficient Funds,Sender account balance is insufficient,1033.67,@user4736,@user2306,Kotak Mahindra Bank,HDFC Bank,Transaction declined
TXN596039,2024-07-07,04:21:52,Network Error,Connectivity issue during transaction,3702.97,@user4645,@user8412,Axis Bank,Bank of Baroda,Transaction pending - retry later
TXN865973,2024-10-06,21:25:27,Transaction Timed Out,Transaction exceeded the time limit,1769.63,@user1101,@user4340,ICICI Bank,Bank of Baroda,Transaction pending - retry later
TXN183712,2024-01-08,01:54:00,Transaction Timed Out,Transaction exceeded the time limit,2062.66,@user3531,@user1772,State Bank of India,State Bank of India,Transaction pending - retry later
TXN984908,2024-08-07,04:31:11,Daily Limit Reached,Sender has exceeded daily transaction limit,3619.8,@user3079,@user1414,HDFC Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN749003,2024-06-21,02:08:18,Transaction Timed Out,Transaction exceeded the time limit,4036.44,@user2429,@user4012,SBI,Bank of Baroda,Transaction pending - retry later
TXN836996,2024-05-08,12:23:40,Beneficiary Not Found,Receiver UPI ID is not registered,886.3,@user7628,@user9196,Kotak Mahindra Bank,Bank of Baroda,Transaction failed
TXN100840,2024-09-27,06:29:15,Transaction Timed Out,Transaction exceeded the time limit,2121.74,@user6696,@user7997,State Bank of India,Axis Bank,Transaction pending - retry later
TXN411105,2024-08-09,01:06:01,Invalid UPI ID,Entered incorrect receiver UPI ID,1377.83,@user3733,@user1030,Axis Bank,ICICI Bank,Transaction failed
TXN453884,2024-09-12,07:26:21,Beneficiary Not Found,Receiver UPI ID is not registered,1256.68,@user6431,@user3623,Yes Bank,Bank of Baroda,Transaction failed
TXN346816,2024-10-15,23:26:18,Server Error,Technical issue on UPI server side,703.64,@user4633,@user5507,ICICI Bank,SBI,Transaction on hold - contact bank
TXN371015,2024-04-19,14:07:07,Network Error,Connectivity issue during transaction,3400.85,@user2717,@user5877,HDFC Bank,HDFC Bank,Transaction pending - retry later
TXN843446,2024-10-08,20:04:52,Beneficiary Not Found,Receiver UPI ID is not registered,3925.06,@user4544,@user5667,HDFC Bank,HDFC Bank,Transaction failed
TXN757386,2024-09-18,10:12:48,Beneficiary Not Found,Receiver UPI ID is not registered,755.4,@user4135,@user1553,ICICI Bank,Bank of Baroda,Transaction failed
TXN565579,2024-08-19,08:01:48,Invalid UPI ID,Entered incorrect receiver UPI ID,1622.56,@user7699,@user1277,HDFC Bank,SBI,Transaction failed
TXN169849,2024-04-24,18:50:00,Transaction Timed Out,Transaction exceeded the time limit,4788.67,@user9247,@user5089,Kotak Mahindra Bank,ICICI Bank,Transaction pending - retry later
TXN242129,2024-12-07,12:07:41,Insufficient Funds,Sender account balance is insufficient,571.17,@user4448,@user8038,SBI,HDFC Bank,Transaction declined
TXN688222,2024-01-27,12:47:04,Invalid UPI ID,Entered incorrect receiver UPI ID,474.43,@user7016,@user6693,Axis Bank,Bank of Baroda,Transaction failed
TXN538088,2024-05-20,17:47:55,Transaction Timed Out,Transaction exceeded the time limit,2177.5,@user5912,@user9423,Bank of Baroda,Kotak Mahindra Bank,Transaction pending - retry later
TXN365124,2024-03-27,02:12:04,Transaction Timed Out,Transaction exceeded the time limit,256.81,@user9550,@user6764,HDFC Bank,Yes Bank,Transaction pending - retry later
